Ano;Sigla;Região;Estado;Sigla da IES;g_IGC (Faixa);IGC (Contínuo);g_Cursos com CPC no triênio;g_Conceito Médio de Graduação;g_Conceito Médio de Mestrado;g_Conceito Médio do Doutorado;g_Alfa;g_Beta;g_Gama;Número de instituições (IGC);Medida IGC
2015;UFMG;Sudeste;Minas Gerais;UFMG;5;4,3;70;3,25;4,8;4,75;0,4;0,2;0,3;1;5
2016;UFMG;Sudeste;Minas Gerais;UFMG;5;4,3;70;3,25;4,8;4,75;0,4;0,2;0,3;1;5
2017;UFMG;Sudeste;Minas Gerais;UFMG;5;4,3;70;3,25;4,8;4,75;0,4;0,2;0,3;1;5
2018;UFMG;Sudeste;Minas Gerais;UFMG;5;4,3;70;3,25;4,8;4,75;0,4;0,2;0,3;1;5
2019;UFMG;Sudeste;Minas Gerais;UFMG;5;4,3;70;3,25;4,8;4,75;0,4;0,2;0,3;1;5
2020;UFMG;Sudeste;Minas Gerais;UFMG;5;4,3;70;3,25;4,8;4,75;0,4;0,2;0,3;1;5
2021;UFMG;Sudeste;Minas Gerais;UFMG;5;4,3;70;3,25;4,8;4,75;0,4;0,2;0,3;1;5
2022;UFMG;Sudeste;Minas Gerais;UFMG;5;4,3;70;3,25;4,8;4,75;0,4;0,2;0,3;1;5
2023;UFMG;Sudeste;Minas Gerais;UFMG;5;4,3;70;3,25;4,8;4,75;0,4;0,2;0,3;1;5
2024;UFMG;Sudeste;Minas Gerais;UFMG;5;4,3;70;3,25;4,8;4,75;0,4;0,2;0,3;1;5
2013;UFJF;Sudeste;Minas Gerais;UFJF;4;3,71;70;3,25;4,5;4,5;0,65;0,2;0,1;1;4
2014;UFJF;Sudeste;Minas Gerais;UFJF;4;3,71;70;3,25;4,5;4,5;0,65;0,2;0,1;1;4
2015;UFJF;Sudeste;Minas Gerais;UFJF;4;3,71;70;3,25;4,5;4,5;0,65;0,2;0,1;1;4
2016;UFJF;Sudeste;Minas Gerais;UFJF;4;3,71;70;3,25;4,5;4,5;0,65;0,2;0,1;1;4
2017;UFJF;Sudeste;Minas Gerais;UFJF;4;3,71;70;3,25;4,5;4,5;0,65;0,2;0,1;1;4
2018;UFJF;Sudeste;Minas Gerais;UFJF;4;3,71;70;3,25;4,5;4,5;0,65;0,2;0,1;1;4
2019;UFJF;Sudeste;Minas Gerais;UFJF;4;3,71;70;3,25;4,5;4,5;0,65;0,2;0,1;1;4
2020;UFJF;Sudeste;Minas Gerais;UFJF;4;3,71;70;3,25;4,5;4,5;0,65;0,2;0,1;1;4
2021;UFJF;Sudeste;Minas Gerais;UFJF;4;3,71;70;3,25;4,5;4,5;0,65;0,2;0,1;1;4
2022;UFJF;Sudeste;Minas Gerais;UFJF;4;3,71;70;3,25;4,5;4,5;0,65;0,2;0,1;1;4
2023;UFJF;Sudeste;Minas Gerais;UFJF;4;3,71;70;3,25;4,5;4,5;0,65;0,2;0,1;1;4
2024;UFJF;Sudeste;Minas Gerais;UFJF;4;3,71;70;3,25;4,5;4,5;0,65;0,2;0,1;1;4
2013;UFAL;Nordeste;Alagoas;UFAL;4;3,05;70;2,75;4,2;4,25;0,85;0,05;0,05;1;4
2014;UFAL;Nordeste;Alagoas;UFAL;4;3,05;70;2,75;4,2;4,25;0,85;0,05;0,05;1;4
2015;UFAL;Nordeste;Alagoas;UFAL;4;3,05;70;2,75;4,2;4,25;0,85;0,05;0,05;1;4
2016;UFAL;Nordeste;Alagoas;UFAL;4;3,05;70;2,75;4,2;4,25;0,85;0,05;0,05;1;4
2017;UFAL;Nordeste;Alagoas;UFAL;4;3,05;70;2,75;4,2;4,25;0,85;0,05;0,05;1;4
2018;UFAL;Nordeste;Alagoas;UFAL;4;3,05;70;2,75;4,2;4,25;0,85;0,05;0,05;1;4
2019;UFAL;Nordeste;Alagoas;UFAL;4;3,05;70;2,75;4,2;4,25;0,85;0,05;0,05;1;4
2020;UFAL;Nordeste;Alagoas;UFAL;4;3,05;70;2,75;4,2;4,25;0,85;0,05;0,05;1;4
2021;UFAL;Nordeste;Alagoas;UFAL;4;3,05;70;2,75;4,2;4,25;0,85;0,05;0,05;1;4
2022;UFAL;Nordeste;Alagoas;UFAL;4;3,05;70;2,75;4,2;4,25;0,85;0,05;0,05;1;4
2023;UFAL;Nordeste;Alagoas;UFAL;4;3,05;70;2,75;4,2;4,25;0,85;0,05;0,05;1;4
2024;UFAL;Nordeste;Alagoas;UFAL;4;3,05;70;2,75;4,2;4,25;0,85;0,05;0,05;1;4
2013;UFBA;Nordeste;Bahia;UFBA;4;3,85;60;3;4,6;4,5;0,5;0,2;0,2;1;4
2014;UFBA;Nordeste;Bahia;UFBA;4;3,85;60;3;4,6;4,5;0,5;0,2;0,2;1;4
2015;UFBA;Nordeste;Bahia;UFBA;4;3,85;60;3;4,6;4,5;0,5;0,2;0,2;1;4
2016;UFBA;Nordeste;Bahia;UFBA;4;3,85;60;3;4,6;4,5;0,5;0,2;0,2;1;4
2017;UFBA;Nordeste;Bahia;UFBA;4;3,85;60;3;4,6;4,5;0,5;0,2;0,2;1;4
2018;UFBA;Nordeste;Bahia;UFBA;4;3,85;60;3;4,6;4,5;0,5;0,2;0,2;1;4
2019;UFBA;Nordeste;Bahia;UFBA;4;3,85;60;3;4,6;4,5;0,5;0,2;0,2;1;4
2020;UFBA;Nordeste;Bahia;UFBA;4;3,85;60;3;4,6;4,5;0,5;0,2;0,2;1;4
2021;UFBA;Nordeste;Bahia;UFBA;4;3,85;60;3;4,6;4,5;0,5;0,2;0,2;1;4
2022;UFBA;Nordeste;Bahia;UFBA;4;3,85;60;3;4,6;4,5;0,5;0,2;0,2;1;4
2023;UFBA;Nordeste;Bahia;UFBA;4;3,85;60;3;4,6;4,5;0,5;0,2;0,2;1;4
2024;UFBA;Nordeste;Bahia;UFBA;4;3,85;60;3;4,6;4,5;0,5;0,2;0,2;1;4
2013;UFPB;Nordeste;Paraíba;UFPB;4;3,57;70;3;4,4;4,5;0,65;0,15;0,15;1;4
2014;UFPB;Nordeste;Paraíba;UFPB;4;3,57;70;3;4,4;4,5;0,65;0,15;0,15;1;4
2015;UFPB;Nordeste;Paraíba;UFPB;4;3,57;70;3;4,4;4,5;0,65;0,15;0,15;1;4
2016;UFPB;Nordeste;Paraíba;UFPB;4;3,57;70;3;4,4;4,5;0,65;0,15;0,15;1;4
2017;UFPB;Nordeste;Paraíba;UFPB;4;3,57;70;3;4,4;4,5;0,65;0,15;0,15;1;4
2018;UFPB;Nordeste;Paraíba;UFPB;4;3,57;70;3;4,4;4,5;0,65;0,15;0,15;1;4
2019;UFPB;Nordeste;Paraíba;UFPB;4;3,57;70;3;4,4;4,5;0,65;0,15;0,15;1;4
2020;UFPB;Nordeste;Paraíba;UFPB;4;3,57;70;3;4,4;4,5;0,65;0,15;0,15;1;4
2021;UFPB;Nordeste;Paraíba;UFPB;4;3,57;70;3;4,4;4,5;0,65;0,15;0,15;1;4
2022;UFPB;Nordeste;Paraíba;UFPB;4;3,57;70;3;4,4;4,5;0,65;0,15;0,15;1;4
2023;UFPB;Nordeste;Paraíba;UFPB;4;3,57;70;3;4,4;4,5;0,65;0,15;0,15;1;4
2024;UFPB;Nordeste;Paraíba;UFPB;4;3,57;70;3;4,4;4,5;0,65;0,15;0,15;1;4
2013;UFPE;Nordeste;Pernambuco;UFPE;4;3,83;70;3;4,5;4,75;0,55;0,2;0,2;1;4
2014;UFPE;Nordeste;Pernambuco;UFPE;4;3,83;70;3;4,5;4,75;0,55;0,2;0,2;1;4
2015;UFPE;Nordeste;Pernambuco;UFPE;4;3,83;70;3;4,5;4,75;0,55;0,2;0,2;1;4
2016;UFPE;Nordeste;Pernambuco;UFPE;4;3,83;70;3;4,5;4,75;0,55;0,2;0,2;1;4
2017;UFPE;Nordeste;Pernambuco;UFPE;4;3,83;70;3;4,5;4,75;0,55;0,2;0,2;1;4
2018;UFPE;Nordeste;Pernambuco;UFPE;4;3,83;70;3;4,5;4,75;0,55;0,2;0,2;1;4
2019;UFPE;Nordeste;Pernambuco;UFPE;4;3,83;70;3;4,5;4,75;0,55;0,2;0,2;1;4
2020;UFPE;Nordeste;Pernambuco;UFPE;4;3,83;70;3;4,5;4,75;0,55;0,2;0,2;1;4
2021;UFPE;Nordeste;Pernambuco;UFPE;4;3,83;70;3;4,5;4,75;0,55;0,2;0,2;1;4
2022;UFPE;Nordeste;Pernambuco;UFPE;4;3,83;70;3;4,5;4,75;0,55;0,2;0,2;1;4
2023;UFPE;Nordeste;Pernambuco;UFPE;4;3,83;70;3;4,5;4,75;0,55;0,2;0,2;1;4
2024;UFPE;Nordeste;Pernambuco;UFPE;4;3,83;70;3;4,5;4,75;0,55;0,2;0,2;1;4
2013;UFRGS;Sul;Rio Grande do Sul;UFRGS;5;4,3;60;3,25;4,8;4,75;0,35;0,25;0,35;1;5
2014;UFRGS;Sul;Rio Grande do Sul;UFRGS;5;4,3;60;3,25;4,8;4,75;0,35;0,25;0,35;1;5
2015;UFRGS;Sul;Rio Grande do Sul;UFRGS;5;4,3;60;3,25;4,8;4,75;0,35;0,25;0,35;1;5
2016;UFRGS;Sul;Rio Grande do Sul;UFRGS;5;4,3;60;3,25;4,8;4,75;0,35;0,25;0,35;1;5
2017;UFRGS;Sul;Rio Grande do Sul;UFRGS;5;4,3;60;3,25;4,8;4,75;0,35;0,25;0,35;1;5
2018;UFRGS;Sul;Rio Grande do Sul;UFRGS;5;4,3;60;3,25;4,8;4,75;0,35;0,25;0,35;1;5
2019;UFRGS;Sul;Rio Grande do Sul;UFRGS;5;4,3;60;3,25;4,8;4,75;0,35;0,25;0,35;1;5
2020;UFRGS;Sul;Rio Grande do Sul;UFRGS;5;4,3;60;3,25;4,8;4,75;0,35;0,25;0,35;1;5
2021;UFRGS;Sul;Rio Grande do Sul;UFRGS;5;4,3;60;3,25;4,8;4,75;0,35;0,25;0,35;1;5
2022;UFRGS;Sul;Rio Grande do Sul;UFRGS;5;4,3;60;3,25;4,8;4,75;0,35;0,25;0,35;1;5
2023;UFRGS;Sul;Rio Grande do Sul;UFRGS;5;4,3;60;3,25;4,8;4,75;0,35;0,25;0,35;1;5
2024;UFRGS;Sul;Rio Grande do Sul;UFRGS;5;4,3;60;3,25;4,8;4,75;0,35;0,25;0,35;1;5
2013;UFSM;Sul;Rio Grande do Sul;UFSM;4;3,91;80;3,25;4,5;4,75;0,55;0,2;0,15;1;4
2014;UFSM;Sul;Rio Grande do Sul;UFSM;4;3,91;80;3,25;4,5;4,75;0,55;0,2;0,15;1;4
2015;UFSM;Sul;Rio Grande do Sul;UFSM;4;3,91;80;3,25;4,5;4,75;0,55;0,2;0,15;1;4
2016;UFSM;Sul;Rio Grande do Sul;UFSM;4;3,91;80;3,25;4,5;4,75;0,55;0,2;0,15;1;4
2017;UFSM;Sul;Rio Grande do Sul;UFSM;4;3,91;80;3,25;4,5;4,75;0,55;0,2;0,15;1;4
2018;UFSM;Sul;Rio Grande do Sul;UFSM;4;3,91;80;3,25;4,5;4,75;0,55;0,2;0,15;1;4
2019;UFSM;Sul;Rio Grande do Sul;UFSM;4;3,91;80;3,25;4,5;4,75;0,55;0,2;0,15;1;4
2020;UFSM;Sul;Rio Grande do Sul;UFSM;4;3,91;80;3,25;4,5;4,75;0,55;0,2;0,15;1;4
2021;UFSM;Sul;Rio Grande do Sul;UFSM;4;3,91;80;3,25;4,5;4,75;0,55;0,2;0,15;1;4
2022;UFSM;Sul;Rio Grande do Sul;UFSM;4;3,91;80;3,25;4,5;4,75;0,55;0,2;0,15;1;4
2023;UFSM;Sul;Rio Grande do Sul;UFSM;4;3,91;80;3,25;4,5;4,75;0,55;0,2;0,15;1;4
2024;UFSM;Sul;Rio Grande do Sul;UFSM;4;3,91;80;3,25;4,5;4,75;0,55;0,2;0,15;1;4
2013;UFC;Nordeste;Ceará;UFC;4;3,88;80;3,25;4,5;4,75;0,55;0,2;0,2;1;4
2014;UFC;Nordeste;Ceará;UFC;4;3,88;80;3,25;4,5;4,75;0,55;0,2;0,2;1;4
2015;UFC;Nordeste;Ceará;UFC;4;3,88;80;3,25;4,5;4,75;0,55;0,2;0,2;1;4
2016;UFC;Nordeste;Ceará;UFC;4;3,88;80;3,25;4,5;4,75;0,55;0,2;0,2;1;4
2017;UFC;Nordeste;Ceará;UFC;4;3,88;80;3,25;4,5;4,75;0,55;0,2;0,2;1;4
2018;UFC;Nordeste;Ceará;UFC;4;3,88;80;3,25;4,5;4,75;0,55;0,2;0,2;1;4
2019;UFC;Nordeste;Ceará;UFC;4;3,88;80;3,25;4,5;4,75;0,55;0,2;0,2;1;4
2020;UFC;Nordeste;Ceará;UFC;4;3,88;80;3,25;4,5;4,75;0,55;0,2;0,2;1;4
2021;UFC;Nordeste;Ceará;UFC;4;3,88;80;3,25;4,5;4,75;0,55;0,2;0,2;1;4
2022;UFC;Nordeste;Ceará;UFC;4;3,88;80;3,25;4,5;4,75;0,55;0,2;0,2;1;4
2023;UFC;Nordeste;Ceará;UFC;4;3,88;80;3,25;4,5;4,75;0,55;0,2;0,2;1;4
2024;UFC;Nordeste;Ceará;UFC;4;3,88;80;3,25;4,5;4,75;0,55;0,2;0,2;1;4
2013;UFG;Centro-Oeste;Goiás;UFG;4;3,61;110;3;4,4;4,5;0,6;0,2;0,15;1;4
2014;UFG;Centro-Oeste;Goiás;UFG;4;3,61;110;3;4,4;4,5;0,6;0,2;0,15;1;4
2015;UFG;Centro-Oeste;Goiás;UFG;4;3,61;110;3;4,4;4,5;0,6;0,2;0,15;1;4
2016;UFG;Centro-Oeste;Goiás;UFG;4;3,61;110;3;4,4;4,5;0,6;0,2;0,15;1;4
2017;UFG;Centro-Oeste;Goiás;UFG;4;3,61;110;3;4,4;4,5;0,6;0,2;0,15;1;4
2018;UFG;Centro-Oeste;Goiás;UFG;4;3,61;110;3;4,4;4,5;0,6;0,2;0,15;1;4
2019;UFG;Centro-Oeste;Goiás;UFG;4;3,61;110;3;4,4;4,5;0,6;0,2;0,15;1;4
2020;UFG;Centro-Oeste;Goiás;UFG;4;3,61;110;3;4,4;4,5;0,6;0,2;0,15;1;4
2021;UFG;Centro-Oeste;Goiás;UFG;4;3,61;110;3;4,4;4,5;0,6;0,2;0,15;1;4
2022;UFG;Centro-Oeste;Goiás;UFG;4;3,61;110;3;4,4;4,5;0,6;0,2;0,15;1;4
2023;UFG;Centro-Oeste;Goiás;UFG;4;3,61;110;3;4,4;4,5;0,6;0,2;0,15;1;4
2024;UFG;Centro-Oeste;Goiás;UFG;4;3,61;110;3;4,4;4,5;0,6;0,2;0,15;1;4
2013;UFSC;Sul;Santa Catarina;UFSC;5;4,14;80;3,25;4,7;4,75;0,45;0,25;0,25;1;5
2014;UFSC;Sul;Santa Catarina;UFSC;5;4,14;80;3,25;4,7;4,75;0,45;0,25;0,25;1;5
2015;UFSC;Sul;Santa Catarina;UFSC;5;4,14;80;3,25;4,7;4,75;0,45;0,25;0,25;1;5
2016;UFSC;Sul;Santa Catarina;UFSC;5;4,14;80;3,25;4,7;4,75;0,45;0,25;0,25;1;5
2017;UFSC;Sul;Santa Catarina;UFSC;5;4,14;80;3,25;4,7;4,75;0,45;0,25;0,25;1;5
2018;UFSC;Sul;Santa Catarina;UFSC;5;4,14;80;3,25;4,7;4,75;0,45;0,25;0,25;1;5
2019;UFSC;Sul;Santa Catarina;UFSC;5;4,14;80;3,25;4,7;4,75;0,45;0,25;0,25;1;5
2020;UFSC;Sul;Santa Catarina;UFSC;5;4,14;80;3,25;4,7;4,75;0,45;0,25;0,25;1;5
2021;UFSC;Sul;Santa Catarina;UFSC;5;4,14;80;3,25;4,7;4,75;0,45;0,25;0,25;1;5
2022;UFSC;Sul;Santa Catarina;UFSC;5;4,14;80;3,25;4,7;4,75;0,45;0,25;0,25;1;5
2023;UFSC;Sul;Santa Catarina;UFSC;5;4,14;80;3,25;4,7;4,75;0,45;0,25;0,25;1;5
2024;UFSC;Sul;Santa Catarina;UFSC;5;4,14;80;3,25;4,7;4,75;0,45;0,25;0,25;1;5
2013;UFRJ;Sudeste;Rio de Janeiro;UFRJ;5;4,08;80;3;4,7;4,75;0,45;0,2;0,3;1;5
2014;UFRJ;Sudeste;Rio de Janeiro;UFRJ;5;4,08;80;3;4,7;4,75;0,45;0,2;0,3;1;5
2015;UFRJ;Sudeste;Rio de Janeiro;UFRJ;5;4,08;80;3;4,7;4,75;0,45;0,2;0,3;1;5
2016;UFRJ;Sudeste;Rio de Janeiro;UFRJ;5;4,08;80;3;4,7;4,75;0,45;0,2;0,3;1;5
2017;UFRJ;Sudeste;Rio de Janeiro;UFRJ;5;4,08;80;3;4,7;4,75;0,45;0,2;0,3;1;5
2018;UFRJ;Sudeste;Rio de Janeiro;UFRJ;5;4,08;80;3;4,7;4,75;0,45;0,2;0,3;1;5
2019;UFRJ;Sudeste;Rio de Janeiro;UFRJ;5;4,08;80;3;4,7;4,75;0,45;0,2;0,3;1;5
2020;UFRJ;Sudeste;Rio de Janeiro;UFRJ;5;4,08;80;3;4,7;4,75;0,45;0,2;0,3;1;5
2021;UFRJ;Sudeste;Rio de Janeiro;UFRJ;5;4,08;80;3;4,7;4,75;0,45;0,2;0,3;1;5
2022;UFRJ;Sudeste;Rio de Janeiro;UFRJ;5;4,08;80;3;4,7;4,75;0,45;0,2;0,3;1;5
2023;UFRJ;Sudeste;Rio de Janeiro;UFRJ;5;4,08;80;3;4,7;4,75;0,45;0,2;0,3;1;5
2024;UFRJ;Sudeste;Rio de Janeiro;UFRJ;5;4,08;80;3;4,7;4,75;0,45;0,2;0,3;1;5
2013;UFRPE;Nordeste;Pernambuco;UFRPE;4;3,51;40;3;4,4;4,5;0,7;0,1;0,1;1;4
2014;UFRPE;Nordeste;Pernambuco;UFRPE;4;3,51;40;3;4,4;4,5;0,7;0,1;0,1;1;4
2015;UFRPE;Nordeste;Pernambuco;UFRPE;4;3,51;40;3;4,4;4,5;0,7;0,1;0,1;1;4
2016;UFRPE;Nordeste;Pernambuco;UFRPE;4;3,51;40;3;4,4;4,5;0,7;0,1;0,1;1;4
2017;UFRPE;Nordeste;Pernambuco;UFRPE;4;3,51;40;3;4,4;4,5;0,7;0,1;0,1;1;4
2018;UFRPE;Nordeste;Pernambuco;UFRPE;4;3,51;40;3;4,4;4,5;0,7;0,1;0,1;1;4
2019;UFRPE;Nordeste;Pernambuco;UFRPE;4;3,51;40;3;4,4;4,5;0,7;0,1;0,1;1;4
2020;UFRPE;Nordeste;Pernambuco;UFRPE;4;3,51;40;3;4,4;4,5;0,7;0,1;0,1;1;4
2021;UFRPE;Nordeste;Pernambuco;UFRPE;4;3,51;40;3;4,4;4,5;0,7;0,1;0,1;1;4
2022;UFRPE;Nordeste;Pernambuco;UFRPE;4;3,51;40;3;4,4;4,5;0,7;0,1;0,1;1;4
2023;UFRPE;Nordeste;Pernambuco;UFRPE;4;3,51;40;3;4,4;4,5;0,7;0,1;0,1;1;4
2024;UFRPE;Nordeste;Pernambuco;UFRPE;4;3,51;40;3;4,4;4,5;0,7;0,1;0,1;1;4
2013;UTFPR;Sul;Paraná;UTFPR;4;3,49;80;3,25;4,2;4,5;0,8;0,1;0;1;4
2014;UTFPR;Sul;Paraná;UTFPR;4;3,49;80;3,25;4,2;4,5;0,8;0,1;0;1;4
2015;UTFPR;Sul;Paraná;UTFPR;4;3,49;80;3,25;4,2;4,5;0,8;0,1;0;1;4
2016;UTFPR;Sul;Paraná;UTFPR;4;3,49;80;3,25;4,2;4,5;0,8;0,1;0;1;4
2017;UTFPR;Sul;Paraná;UTFPR;4;3,49;80;3,25;4,2;4,5;0,8;0,1;0;1;4
2018;UTFPR;Sul;Paraná;UTFPR;4;3,49;80;3,25;4,2;4,5;0,8;0,1;0;1;4
2019;UTFPR;Sul;Paraná;UTFPR;4;3,49;80;3,25;4,2;4,5;0,8;0,1;0;1;4
2020;UTFPR;Sul;Paraná;UTFPR;4;3,49;80;3,25;4,2;4,5;0,8;0,1;0;1;4
2021;UTFPR;Sul;Paraná;UTFPR;4;3,49;80;3,25;4,2;4,5;0,8;0,1;0;1;4
2022;UTFPR;Sul;Paraná;UTFPR;4;3,49;80;3,25;4,2;4,5;0,8;0,1;0;1;4
2023;UTFPR;Sul;Paraná;UTFPR;4;3,49;80;3,25;4,2;4,5;0,8;0,1;0;1;4
2024;UTFPR;Sul;Paraná;UTFPR;4;3,49;80;3,25;4,2;4,5;0,8;0,1;0;1;4
2013;UFERSA;Nordeste;Rio Grande do Norte;UFERSA;4;3,31;30;3;4,3;4,75;0,8;0,1;0,05;1;4
2014;UFERSA;Nordeste;Rio Grande do Norte;UFERSA;4;3,31;30;3;4,3;4,75;0,8;0,1;0,05;1;4
2015;UFERSA;Nordeste;Rio Grande do Norte;UFERSA;4;3,31;30;3;4,3;4,75;0,8;0,1;0,05;1;4
2016;UFERSA;Nordeste;Rio Grande do Norte;UFERSA;4;3,31;30;3;4,3;4,75;0,8;0,1;0,05;1;4
2017;UFERSA;Nordeste;Rio Grande do Norte;UFERSA;4;3,31;30;3;4,3;4,75;0,8;0,1;0,05;1;4
2018;UFERSA;Nordeste;Rio Grande do Norte;UFERSA;4;3,31;30;3;4,3;4,75;0,8;0,1;0,05;1;4
2019;UFERSA;Nordeste;Rio Grande do Norte;UFERSA;4;3,31;30;3;4,3;4,75;0,8;0,1;0,05;1;4
2020;UFERSA;Nordeste;Rio Grande do Norte;UFERSA;4;3,31;30;3;4,3;4,75;0,8;0,1;0,05;1;4
2021;UFERSA;Nordeste;Rio Grande do Norte;UFERSA;4;3,31;30;3;4,3;4,75;0,8;0,1;0,05;1;4
2022;UFERSA;Nordeste;Rio Grande do Norte;UFERSA;4;3,31;30;3;4,3;4,75;0,8;0,1;0,05;1;4
2023;UFERSA;Nordeste;Rio Grande do Norte;UFERSA;4;3,31;30;3;4,3;4,75;0,8;0,1;0,05;1;4
2024;UFERSA;Nordeste;Rio Grande do Norte;UFERSA;4;3,31;30;3;4,3;4,75;0,8;0,1;0,05;1;4
2013;UFRA;Norte;Pará;UFRA;4;3,1;20;2,75;4,3;4,75;0,85;0,05;0,05;1;4
2014;UFRA;Norte;Pará;UFRA;4;3,1;20;2,75;4,3;4,75;0,85;0,05;0,05;1;4
2015;UFRA;Norte;Pará;UFRA;4;3,1;20;2,75;4,3;4,75;0,85;0,05;0,05;1;4
2016;UFRA;Norte;Pará;UFRA;4;3,1;20;2,75;4,3;4,75;0,85;0,05;0,05;1;4
2017;UFRA;Norte;Pará;UFRA;4;3,1;20;2,75;4,3;4,75;0,85;0,05;0,05;1;4
2018;UFRA;Norte;Pará;UFRA;4;3,1;20;2,75;4,3;4,75;0,85;0,05;0,05;1;4
2019;UFRA;Norte;Pará;UFRA;4;3,1;20;2,75;4,3;4,75;0,85;0,05;0,05;1;4
2020;UFRA;Norte;Pará;UFRA;4;3,1;20;2,75;4,3;4,75;0,85;0,05;0,05;1;4
2021;UFRA;Norte;Pará;UFRA;4;3,1;20;2,75;4,3;4,75;0,85;0,05;0,05;1;4
2022;UFRA;Norte;Pará;UFRA;4;3,1;20;2,75;4,3;4,75;0,85;0,05;0,05;1;4
2023;UFRA;Norte;Pará;UFRA;4;3,1;20;2,75;4,3;4,75;0,85;0,05;0,05;1;4
2024;UFRA;Norte;Pará;UFRA;4;3,1;20;2,75;4,3;4,75;0,85;0,05;0,05;1;4
2013;UNIFESP;Sudeste;São Paulo;UNIFESP;5;4,17;30;3,25;4,5;4,75;0,35;0,3;0,25;1;5
2014;UNIFESP;Sudeste;São Paulo;UNIFESP;5;4,17;30;3,25;4,5;4,75;0,35;0,3;0,25;1;5
2015;UNIFESP;Sudeste;São Paulo;UNIFESP;5;4,17;30;3,25;4,5;4,75;0,35;0,3;0,25;1;5
2016;UNIFESP;Sudeste;São Paulo;UNIFESP;5;4,17;30;3,25;4,5;4,75;0,35;0,3;0,25;1;5
2017;UNIFESP;Sudeste;São Paulo;UNIFESP;5;4,17;30;3,25;4,5;4,75;0,35;0,3;0,25;1;5
2018;UNIFESP;Sudeste;São Paulo;UNIFESP;5;4,17;30;3,25;4,5;4,75;0,35;0,3;0,25;1;5
2019;UNIFESP;Sudeste;São Paulo;UNIFESP;5;4,17;30;3,25;4,5;4,75;0,35;0,3;0,25;1;5
2020;UNIFESP;Sudeste;São Paulo;UNIFESP;5;4,17;30;3,25;4,5;4,75;0,35;0,3;0,25;1;5
2021;UNIFESP;Sudeste;São Paulo;UNIFESP;5;4,17;30;3,25;4,5;4,75;0,35;0,3;0,25;1;5
2022;UNIFESP;Sudeste;São Paulo;UNIFESP;5;4,17;30;3,25;4,5;4,75;0,35;0,3;0,25;1;5
2023;UNIFESP;Sudeste;São Paulo;UNIFESP;5;4,17;30;3,25;4,5;4,75;0,35;0,3;0,25;1;5
2024;UNIFESP;Sudeste;São Paulo;UNIFESP;5;4,17;30;3,25;4,5;4,75;0,35;0,3;0,25;1;5
2013;UFLA;Sudeste;Minas Gerais;UFLA;5;4,05;30;3,5;4,6;4,75;0,55;0,15;0,2;1;5
2014;UFLA;Sudeste;Minas Gerais;UFLA;5;4,05;30;3,5;4,6;4,75;0,55;0,15;0,2;1;5
2015;UFLA;Sudeste;Minas Gerais;UFLA;5;4,05;30;3,5;4,6;4,75;0,55;0,15;0,2;1;5
2016;UFLA;Sudeste;Minas Gerais;UFLA;5;4,05;30;3,5;4,6;4,75;0,55;0,15;0,2;1;5
2017;UFLA;Sudeste;Minas Gerais;UFLA;5;4,05;30;3,5;4,6;4,75;0,55;0,15;0,2;1;5
2018;UFLA;Sudeste;Minas Gerais;UFLA;5;4,05;30;3,5;4,6;4,75;0,55;0,15;0,2;1;5
2019;UFLA;Sudeste;Minas Gerais;UFLA;5;4,05;30;3,5;4,6;4,75;0,55;0,15;0,2;1;5
2020;UFLA;Sudeste;Minas Gerais;UFLA;5;4,05;30;3,5;4,6;4,75;0,55;0,15;0,2;1;5
2021;UFLA;Sudeste;Minas Gerais;UFLA;5;4,05;30;3,5;4,6;4,75;0,55;0,15;0,2;1;5
2022;UFLA;Sudeste;Minas Gerais;UFLA;5;4,05;30;3,5;4,6;4,75;0,55;0,15;0,2;1;5
2023;UFLA;Sudeste;Minas Gerais;UFLA;5;4,05;30;3,5;4,6;4,75;0,55;0,15;0,2;1;5
2024;UFLA;Sudeste;Minas Gerais;UFLA;5;4,05;30;3,5;4,6;4,75;0,55;0,15;0,2;1;5
2013;CEFET-RJ;Sudeste;Rio de Janeiro;CEFET/RJ;4;3,51;20;3,25;4,2;4,5;0,85;0,05;0;1;4
2014;CEFET-RJ;Sudeste;Rio de Janeiro;CEFET/RJ;4;3,51;20;3,25;4,2;4,5;0,85;0,05;0;1;4
2015;CEFET-RJ;Sudeste;Rio de Janeiro;CEFET/RJ;4;3,51;20;3,25;4,2;4,5;0,85;0,05;0;1;4
2016;CEFET-RJ;Sudeste;Rio de Janeiro;CEFET/RJ;4;3,51;20;3,25;4,2;4,5;0,85;0,05;0;1;4
2017;CEFET-RJ;Sudeste;Rio de Janeiro;CEFET/RJ;4;3,51;20;3,25;4,2;4,5;0,85;0,05;0;1;4
2018;CEFET-RJ;Sudeste;Rio de Janeiro;CEFET/RJ;4;3,51;20;3,25;4,2;4,5;0,85;0,05;0;1;4
2019;CEFET-RJ;Sudeste;Rio de Janeiro;CEFET/RJ;4;3,51;20;3,25;4,2;4,5;0,85;0,05;0;1;4
2020;CEFET-RJ;Sudeste;Rio de Janeiro;CEFET/RJ;4;3,51;20;3,25;4,2;4,5;0,85;0,05;0;1;4
2021;CEFET-RJ;Sudeste;Rio de Janeiro;CEFET/RJ;4;3,51;20;3,25;4,2;4,5;0,85;0,05;0;1;4
